Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Currency,Region,Free_Tier_Flag,Tag_Owner,Tag_Env,Resource_ID,Ticket_ID,Ticket_Text,Incident_ID,Price_Version,Pricing_Type,Department,Project,SLA_Event,Log_Skew_Seconds,FX_Rate,Purchase_Type,Usage_seconds,Duplicate_Flag,Spike_Flag,Tag_Owner_Missing,Tag_Env_Missing,Resource_ID_Valid,Resource_Type,Incident_Linked,Price_Version_Valid,Cost_INR,Idle_Resource,Cost_Allocation_Valid,Unit_Cost,carbon
U37,ACCT-003,2026-06-02 20:21:00+00:00,Database,VM-STD-4,217.99,seconds,131.14,INR,ap-south-1,False,david,prod,resource-2223,T-195,Customer phone [MASKED_PHONE] reported outage,I-60,v2,on-demand,Sales,Project-C,NONE,0.0,83.5292253666957,spot,217.99,False,False,False,False,False,VM,True,True,10954.02,True,True,50.25010321574384,4.3598e-05
U54,ACCT-001,2026-10-02 08:26:21+00:00,Storage,DB-GP-2,139.27,seconds,98.18,EUR,us-east-1,False,charlie,dev,R4202,T-170,User email [MASKED_EMAIL] cannot login,I-36,v3,spot,Research,Project-A,OUTAGE,99.0,73.04067080785569,on-demand,139.27,False,False,False,False,True,DB,True,True,7171.13,True,True,51.490845120988006,2.7854e-05
U68,ACCT-002,2026-11-10 16:04:00+00:00,Ai,VM-STD-4,474.41,seconds,776.19,EUR,ap-south-1,False,charlie,unknown,resource-5178,T-3,User email [MASKED_EMAIL] cannot login,NONE,v2,spot,Sales,Project-B,DEGRADED,0.0,85.5301417772588,spot,474.41,False,False,False,True,False,VM,False,True,66387.64,True,True,139.93726945047533,9.4882e-05
U89,ACCT-001,2026-05-28 16:23:00+00:00,Networking,VM-STD-4,144.21,seconds,0.0,INR,us-east-1,True,david,unknown,resource-5508,T-182,Customer reported latency issue,NONE,v2,reserved,Research,Project-C,OUTAGE,0.0,82.19080054362092,spot,144.21,False,False,False,True,False,VM,False,True,0.0,True,True,0.0,2.8842e-05
U125,ACCT-003,2026-05-24 11:41:20+00:00,Ai,DB-GP-2,432.49,seconds,0.0,USD,us-east-1,True,bob,dev,resource-3909,T-1,Customer phone [MASKED_PHONE] reported outage,NONE,v1,spot,Finance,Project-B,OUTAGE,100.0,72.19190081964777,spot,432.49,False,False,False,False,False,DB,False,True,0.0,True,True,0.0,8.6498e-05
U139,ACCT-002,2026-07-23 22:46:00+00:00,Compute,DB-GP-2,465.05,seconds,0.0,USD,ap-south-1,True,unknown,unknown,resource-7776,T-122,Customer reported latency issue,NONE,v3,on-demand,Research,Project-A,NONE,0.0,81.95323603098655,on-demand,465.05,False,False,True,True,False,DB,False,True,0.0,True,True,0.0,9.300999999999999e-05
U142,ACCT-003,2026-02-16 15:34:00+00:00,Ai,VM-STD-4,449.32,seconds,750.63,INR,ap-south-1,False,david,unknown,R9432,T-136,Customer phone [MASKED_PHONE] reported outage,I-76,v2,spot,Finance,Project-B,DEGRADED,0.0,74.51624198594173,on-demand,449.32,False,False,False,True,True,VM,True,True,55934.13,True,True,124.48617911510726,8.986399999999999e-05
U161,ACCT-001,2026-07-25 01:48:21+00:00,Compute,VM-STD-4,18.2,seconds,5.92,INR,us-east-1,False,unknown,prod,resource-4662,T-79,Customer phone [MASKED_PHONE] reported outage,NONE,v1,reserved,Engineering,Project-B,NONE,39.0,75.3238741825403,on-demand,18.2,False,False,True,False,False,VM,False,True,445.92,True,True,24.501098901098903,3.64e-06
U164,ACCT-001,2026-01-04 17:24:00+00:00,Compute,DB-GP-2,48.87,seconds,65.1,USD,us-east-1,False,alice,dev,R8588,T-41,User email [MASKED_EMAIL] cannot login,NONE,v3,on-demand,Engineering,Project-B,OUTAGE,0.0,77.96437521930714,on-demand,48.87,False,False,False,False,True,DB,False,True,5075.48,True,True,103.85676284018825,9.773999999999998e-06
U179,ACCT-002,2026-07-30 16:13:05+00:00,Compute,VM-STD-4,278.9,seconds,0.0,EUR,us-east-1,True,unknown,test,resource-3677,T-183,User email [MASKED_EMAIL] cannot login,I-42,v1,reserved,Finance,Project-A,DEGRADED,115.0,78.83446139602324,on-demand,278.9,False,False,True,False,False,VM,True,True,0.0,True,True,0.0,5.577999999999999e-05
U194,ACCT-002,2026-03-07 11:54:00+00:00,Storage,VM-STD-4,26.79,seconds,26.61,USD,ap-south-1,False,alice,prod,resource-5276,T-84,Customer reported latency issue,I-21,v1,reserved,Finance,Project-C,DEGRADED,0.0,86.51369741232108,on-demand,26.79,False,False,False,False,False,VM,True,True,2302.13,True,True,85.9324374766704,5.357999999999999e-06
U220,ACCT-002,2026-02-09 00:32:09+00:00,Ai,DB-GP-2,13.5,seconds,5.18,EUR,ap-south-1,False,charlie,test,R4676,T-148,Customer reported latency issue,I-89,v1,spot,Engineering,Project-A,DEGRADED,51.0,75.57342594117041,spot,13.5,False,False,False,False,True,DB,True,True,391.47,True,True,28.99777777777778,2.7e-06
U232,ACCT-003,2026-03-15 22:07:00+00:00,Networking,DB-GP-2,136.14,seconds,0.0,USD,us-east-1,True,unknown,prod,R4264,T-40,Customer reported latency issue,I-4,v3,on-demand,Finance,Project-B,NONE,0.0,78.20165754439458,reserved,136.14,False,False,True,False,True,DB,True,True,0.0,True,True,0.0,2.7227999999999997e-05
U236,ACCT-003,2026-06-24 21:20:00+00:00,Compute,DB-GP-2,175.08,seconds,0.0,INR,ap-south-1,True,charlie,unknown,R7095,T-178,Customer reported latency issue,I-73,v3,on-demand,Engineering,Project-C,DEGRADED,0.0,82.40649331553672,on-demand,175.08,False,False,False,True,True,DB,True,True,0.0,True,True,0.0,3.5016e-05
U258,ACCT-002,2026-01-23 23:15:07+00:00,Ai,VM-STD-4,110.59,seconds,60.73,EUR,us-east-1,False,unknown,test,R7896,T-63,User email [MASKED_EMAIL] cannot login,I-51,v1,spot,Engineering,Project-A,DEGRADED,113.0,80.68597446712289,spot,110.59,False,False,True,False,True,VM,True,True,4900.06,True,True,44.30834614341261,2.2118e-05
U291,ACCT-001,2026-07-25 22:44:00+00:00,Storage,VM-STD-4,92.27,seconds,115.23,INR,ap-south-1,False,charlie,dev,R3355,T-72,Customer reported latency issue,I-49,v2,reserved,Finance,Project-B,OUTAGE,0.0,89.08116313118789,on-demand,92.27,False,False,False,False,True,VM,True,True,10264.82,True,True,111.24764278747155,1.8454e-05
U304,ACCT-003,2026-04-14 21:06:00+00:00,Database,VM-STD-4,319.82,seconds,0.0,INR,us-east-1,True,david,test,R4218,T-182,Customer reported latency issue,I-98,v2,spot,Sales,Project-B,DEGRADED,0.0,77.54475689675354,on-demand,319.82,False,False,False,False,True,VM,True,True,0.0,True,True,0.0,6.3964e-05
U318,ACCT-002,2026-04-26 20:29:18+00:00,Database,VM-STD-4,412.84,seconds,774.29,INR,us-east-1,False,david,test,resource-2762,T-17,User email [MASKED_EMAIL] cannot login,NONE,v2,on-demand,Research,Project-B,DEGRADED,42.0,74.47350252859202,on-demand,412.84,False,False,False,False,False,VM,False,True,57664.09,True,True,139.67660594903595,8.256799999999999e-05
U319,ACCT-002,2026-06-04 18:12:00+00:00,Database,VM-STD-4,264.07,seconds,0.0,EUR,us-east-1,True,alice,dev,R2252,T-112,Customer reported latency issue,I-61,v3,on-demand,Engineering,Project-C,OUTAGE,0.0,78.1899388894019,spot,264.07,False,False,False,False,True,VM,True,True,0.0,True,True,0.0,5.2814e-05
U327,ACCT-003,2026-08-03 22:38:14+00:00,Networking,VM-STD-4,279.76,seconds,0.0,USD,ap-south-1,True,david,test,resource-1045,T-53,Customer phone [MASKED_PHONE] reported outage,I-45,v1,spot,Finance,Project-A,OUTAGE,46.0,78.4960898817186,spot,279.76,False,False,False,False,False,VM,True,True,0.0,True,True,0.0,5.5951999999999996e-05
U332,ACCT-003,2026-08-29 08:36:00+00:00,Ai,DB-GP-2,16.92,seconds,0.0,INR,us-east-1,True,david,test,resource-6324,T-100,User email [MASKED_EMAIL] cannot login,I-94,v1,on-demand,Engineering,Project-B,OUTAGE,0.0,70.74900508868848,on-demand,16.92,False,False,False,False,False,DB,True,True,0.0,True,True,0.0,3.384e-06
U379,ACCT-002,2026-07-26 18:03:00+00:00,Compute,VM-STD-4,184.48,seconds,0.0,EUR,ap-south-1,True,bob,test,resource-8492,T-85,Customer reported latency issue,NONE,v1,spot,Engineering,Project-A,OUTAGE,0.0,82.82481489005635,reserved,184.48,False,False,False,False,False,VM,False,True,0.0,True,True,0.0,3.6895999999999994e-05
U380,ACCT-003,2026-11-02 02:43:00+00:00,Storage,DB-GP-2,371.5,seconds,400.16,USD,us-east-1,False,alice,test,R9639,T-193,Customer reported latency issue,I-53,v2,on-demand,Research,Project-A,NONE,0.0,78.24010848667118,spot,371.5,False,False,False,False,True,DB,True,True,31308.56,True,True,84.27606998654106,7.429999999999999e-05
U394,ACCT-003,2026-10-01 17:59:00+00:00,Networking,VM-STD-4,318.58,seconds,560.94,USD,us-east-1,False,charlie,prod,R4234,T-14,Customer phone [MASKED_PHONE] reported outage,NONE,v2,reserved,Finance,Project-A,NONE,0.0,87.61947077135775,reserved,318.58,False,False,False,False,True,VM,False,True,49149.27,True,True,154.27606880532363,6.3716e-05
U398,ACCT-001,2026-01-13 19:20:00+00:00,Ai,VM-STD-4,59.81,seconds,80.69,INR,us-east-1,False,unknown,dev,resource-3673,T-13,User email [MASKED_EMAIL] cannot login,NONE,v2,spot,Sales,Project-A,NONE,0.0,88.85936264762242,on-demand,59.81,False,False,True,False,False,VM,False,True,7170.06,True,True,119.88062196957031,1.1962e-05
U400,ACCT-003,2026-04-21 01:59:42+00:00,Database,VM-STD-4,48.44,seconds,89.6,EUR,us-east-1,False,charlie,unknown,R6321,T-46,User email [MASKED_EMAIL] cannot login,I-60,v2,spot,Engineering,Project-C,DEGRADED,18.0,70.38028654830015,spot,48.44,False,False,False,True,True,VM,True,True,6306.07,True,True,130.1831131296449,9.688e-06
U409,ACCT-001,2026-09-30 11:48:00+00:00,Networking,VM-STD-4,370.99,seconds,728.04,INR,ap-south-1,False,charlie,test,resource-6095,T-192,Customer reported latency issue,NONE,v2,reserved,Engineering,Project-B,NONE,0.0,81.6370469683024,reserved,370.99,False,False,False,False,False,VM,False,True,59435.04,True,True,160.20658238766543,7.4198e-05
U424,ACCT-001,2026-03-11 01:33:15+00:00,Compute,VM-STD-4,186.23,seconds,187.11,EUR,us-east-1,False,charlie,dev,resource-3359,T-49,User email [MASKED_EMAIL] cannot login,NONE,v2,spot,Research,Project-B,NONE,105.0,71.24716995266101,on-demand,186.23,False,False,False,False,False,VM,False,True,13331.06,True,True,71.58384792997906,3.7245999999999995e-05
U428,ACCT-001,2026-09-26 21:01:14+00:00,Compute,DB-GP-2,190.7,seconds,372.28,EUR,us-east-1,False,charlie,prod,resource-2736,T-75,Customer reported latency issue,I-45,v1,on-demand,Finance,Project-A,OUTAGE,46.0,88.08889865768982,reserved,190.7,False,False,False,False,False,DB,True,True,32793.74,True,True,171.96507603565811,3.814e-05
U442,ACCT-003,2026-09-23 18:08:26+00:00,Database,DB-GP-2,15.92,seconds,0.0,USD,us-east-1,True,alice,unknown,R5319,T-143,Customer reported latency issue,NONE,v3,on-demand,Engineering,Project-A,DEGRADED,34.0,79.48170977881966,reserved,15.92,False,False,False,True,True,DB,False,True,0.0,True,True,0.0,3.184e-06
U453,ACCT-002,2026-11-12 22:56:00+00:00,Ai,DB-GP-2,486.89,seconds,0.0,USD,us-east-1,True,charlie,test,R5341,T-98,Customer reported latency issue,I-70,v1,spot,Research,Project-C,OUTAGE,0.0,89.64873916212765,spot,486.89,False,False,False,False,True,DB,True,True,0.0,True,True,0.0,9.737799999999999e-05
U476,ACCT-003,2026-09-29 13:12:00+00:00,Storage,VM-STD-4,106.64,seconds,0.0,EUR,ap-south-1,True,bob,unknown,resource-6716,T-192,User email [MASKED_EMAIL] cannot login,NONE,v2,on-demand,Research,Project-B,NONE,0.0,88.49679827098,on-demand,106.64,False,False,False,True,False,VM,False,True,0.0,True,True,0.0,2.1328e-05
U480,ACCT-002,2026-02-08 16:30:00+00:00,Database,VM-STD-4,311.69,seconds,0.0,USD,us-east-1,True,david,test,resource-7804,T-106,Customer phone [MASKED_PHONE] reported outage,NONE,v1,on-demand,Sales,Project-C,NONE,0.0,80.31837587198591,reserved,311.69,False,False,False,False,False,VM,False,True,0.0,True,True,0.0,6.2338e-05
U493,ACCT-001,2026-12-05 22:53:41+00:00,Database,DB-GP-2,82.67,seconds,133.6,USD,ap-south-1,False,alice,prod,resource-5850,T-180,User email [MASKED_EMAIL] cannot login,NONE,v2,reserved,Research,Project-A,NONE,19.0,86.89182627781994,on-demand,82.67,False,False,False,False,False,DB,False,True,11608.75,True,True,140.4227652110802,1.6534e-05
U494,ACCT-001,2026-05-04 07:48:28+00:00,Database,VM-STD-4,181.84,seconds,273.64,USD,us-east-1,False,unknown,dev,R9042,T-91,Customer reported latency issue,I-93,v1,reserved,Sales,Project-A,DEGRADED,32.0,83.00291735173724,on-demand,181.84,False,False,True,False,True,VM,True,True,22712.92,True,True,124.90607127144742,3.6368e-05
U520,ACCT-001,2026-03-04 05:05:34+00:00,Compute,VM-STD-4,70.98,seconds,0.0,INR,us-east-1,True,charlie,test,R4823,T-136,Customer reported latency issue,NONE,v3,spot,Finance,Project-A,NONE,26.0,75.88410848661955,spot,70.98,False,False,False,False,True,VM,False,True,0.0,True,True,0.0,1.4196000000000001e-05
U527,ACCT-003,2026-02-05 15:37:00+00:00,Database,DB-GP-2,196.11,seconds,0.0,EUR,us-east-1,True,bob,dev,R4950,T-133,Customer phone [MASKED_PHONE] reported outage,I-60,v3,on-demand,Engineering,Project-C,NONE,0.0,82.03513895772028,on-demand,196.11,False,False,False,False,True,DB,True,True,0.0,True,True,0.0,3.9222e-05
U536,ACCT-001,2026-11-23 12:29:38+00:00,Database,VM-STD-4,189.03,seconds,0.0,USD,ap-south-1,True,alice,test,R8600,T-41,Customer phone [MASKED_PHONE] reported outage,NONE,v2,reserved,Sales,Project-A,DEGRADED,22.0,81.78683103230868,on-demand,189.03,False,False,False,False,True,VM,False,True,0.0,True,True,0.0,3.7806e-05
U541,ACCT-001,2026-09-03 15:34:00+00:00,Ai,VM-STD-4,7.27,seconds,0.0,EUR,us-east-1,True,alice,test,R1246,T-113,Customer reported latency issue,NONE,v1,reserved,Research,Project-A,OUTAGE,0.0,85.14744685999501,on-demand,7.27,False,False,False,False,True,VM,False,True,0.0,True,True,0.0,1.4539999999999998e-06
U551,ACCT-003,2026-06-07 06:56:04+00:00,Database,VM-STD-4,421.63,seconds,692.03,USD,us-east-1,False,bob,unknown,R6969,T-169,User email [MASKED_EMAIL] cannot login,NONE,v3,spot,Research,Project-A,OUTAGE,116.0,70.06940831981218,spot,421.63,False,False,False,True,True,VM,False,True,48490.13,True,True,115.00635628394564,8.432599999999999e-05
U564,ACCT-003,2026-12-04 04:27:55+00:00,Database,VM-STD-4,95.72,seconds,0.0,INR,ap-south-1,True,bob,test,R9584,T-45,User email [MASKED_EMAIL] cannot login,NONE,v3,reserved,Engineering,Project-B,NONE,65.0,71.30626271226406,on-demand,95.72,False,False,False,False,True,VM,False,True,0.0,True,True,0.0,1.9144e-05
U574,ACCT-002,2026-10-17 12:24:00+00:00,Storage,VM-STD-4,481.26,seconds,201.31,EUR,us-east-1,False,charlie,unknown,R3336,T-82,Customer phone [MASKED_PHONE] reported outage,I-83,v2,on-demand,Research,Project-B,OUTAGE,0.0,86.93561703743865,reserved,481.26,False,False,False,True,True,VM,True,True,17501.01,True,True,36.36497942899887,9.6252e-05
U575,ACCT-002,2026-03-21 07:15:02+00:00,Storage,VM-STD-4,403.41,seconds,506.26,EUR,us-east-1,False,charlie,test,R5825,T-104,Customer reported latency issue,I-1,v1,reserved,Engineering,Project-B,OUTAGE,118.0,89.69702417856473,reserved,403.41,False,False,False,False,True,VM,True,True,45410.02,True,True,112.56542971170768,8.0682e-05
U577,ACCT-001,2026-12-02 04:22:00+00:00,Compute,DB-GP-2,432.16,seconds,679.47,EUR,ap-south-1,False,bob,test,resource-7847,T-21,User email [MASKED_EMAIL] cannot login,NONE,v3,on-demand,Engineering,Project-A,DEGRADED,0.0,83.46028480890786,spot,432.16,False,False,False,False,False,DB,False,True,56708.76,True,True,131.22167715660865,8.6432e-05
U584,ACCT-002,2026-11-10 09:19:41+00:00,Compute,VM-STD-4,364.84,seconds,0.0,EUR,ap-south-1,True,david,test,R6915,T-189,Customer reported latency issue,I-47,v2,on-demand,Sales,Project-C,NONE,79.0,87.22810145820227,reserved,364.84,False,False,False,False,True,VM,True,True,0.0,True,True,0.0,7.2968e-05
U586,ACCT-001,2026-07-19 20:03:57+00:00,Ai,VM-STD-4,16.84,seconds,23.02,USD,ap-south-1,False,alice,unknown,R1062,T-172,User email [MASKED_EMAIL] cannot login,I-80,v3,on-demand,Research,Project-B,OUTAGE,63.0,82.22650427162417,reserved,16.84,False,False,False,True,True,VM,True,True,1892.85,True,True,112.4020190023753,3.3679999999999998e-06
U603,ACCT-003,2026-04-20 21:25:47+00:00,Database,VM-STD-4,2.31,minutes,0.0,USD,us-east-1,True,bob,dev,R3376,T-61,Customer phone [MASKED_PHONE] reported outage,NONE,v1,reserved,Finance,Project-B,DEGRADED,13.0,80.86624502173339,reserved,138.6,False,False,False,False,True,VM,False,True,0.0,True,True,0.0,2.772e-05
U629,ACCT-001,2026-08-08 06:41:00+00:00,Ai,VM-STD-4,133.88,seconds,32.64,EUR,ap-south-1,False,bob,unknown,R6458,T-141,Customer reported latency issue,I-83,v1,spot,Research,Project-A,DEGRADED,0.0,76.25991196866501,spot,133.88,False,False,False,True,True,VM,True,True,2489.12,True,True,18.592172094412906,2.6776e-05
U638,ACCT-003,2026-06-10 08:02:59+00:00,Networking,VM-STD-4,4.48,seconds,4.25,INR,us-east-1,False,david,unknown,R1230,T-164,Customer phone [MASKED_PHONE] reported outage,NONE,v1,reserved,Finance,Project-B,DEGRADED,1.0,71.22343207097404,reserved,4.48,False,False,False,True,True,VM,False,True,302.7,True,True,67.56696428571428,8.960000000000001e-07
U716,ACCT-002,2026-01-12 23:34:50+00:00,Networking,DB-GP-2,222.82,seconds,0.0,INR,us-east-1,True,charlie,prod,resource-4085,T-138,Customer reported latency issue,I-83,v1,on-demand,Research,Project-B,DEGRADED,70.0,87.34408366154834,spot,222.82,False,False,False,False,False,DB,True,True,0.0,True,True,0.0,4.4563999999999995e-05
U736,ACCT-002,2026-03-27 13:22:00+00:00,Storage,VM-STD-4,193.2,seconds,308.58,INR,us-east-1,False,unknown,dev,resource-6009,T-66,Customer reported latency issue,I-95,v3,spot,Sales,Project-C,NONE,0.0,79.27179333432196,spot,193.2,False,False,True,False,False,VM,True,True,24461.69,True,True,126.61330227743271,3.8639999999999996e-05
U747,ACCT-002,2026-07-08 04:11:00+00:00,Storage,VM-STD-4,494.39,seconds,0.0,USD,ap-south-1,True,bob,unknown,resource-1893,T-91,User email [MASKED_EMAIL] cannot login,I-38,v2,spot,Sales,Project-C,DEGRADED,0.0,86.44154809484152,on-demand,494.39,False,False,False,True,False,VM,True,True,0.0,True,True,0.0,9.8878e-05
U752,ACCT-001,2026-10-15 12:30:00+00:00,Networking,DB-GP-2,15.25,seconds,4.95,EUR,us-east-1,False,unknown,dev,resource-2097,T-142,Customer phone [MASKED_PHONE] reported outage,I-69,v1,reserved,Finance,Project-B,DEGRADED,0.0,87.26657503422385,spot,15.25,False,False,True,False,False,DB,True,True,431.97,True,True,28.325901639344263,3.05e-06
U755,ACCT-002,2026-07-02 12:48:00+00:00,Storage,VM-STD-4,471.84,seconds,783.88,INR,us-east-1,False,alice,unknown,resource-3687,T-44,User email [MASKED_EMAIL] cannot login,I-22,v2,reserved,Engineering,Project-A,DEGRADED,0.0,83.80829836233747,on-demand,471.84,False,False,False,True,False,VM,True,True,65695.65,True,True,139.2328967446592,9.436799999999999e-05
U756,ACCT-002,2026-05-09 14:19:32+00:00,Storage,DB-GP-2,469.6,seconds,150.58,INR,us-east-1,False,david,unknown,R5848,T-124,Customer reported latency issue,I-2,v1,spot,Finance,Project-A,DEGRADED,88.0,86.71736694503099,on-demand,469.6,False,False,False,True,True,DB,True,True,13057.9,True,True,27.80643100511073,9.392e-05
U766,ACCT-003,2026-04-21 22:28:00+00:00,Storage,VM-STD-4,18.88,seconds,8.05,EUR,ap-south-1,False,david,unknown,R5167,T-168,Customer reported latency issue,I-89,v1,spot,Finance,Project-B,NONE,0.0,72.58430100060461,reserved,18.88,False,False,False,True,True,VM,True,True,584.3,True,True,30.948093220338983,3.7759999999999995e-06
U768,ACCT-002,2026-06-03 02:38:03+00:00,Database,VM-STD-4,322.61,seconds,0.0,EUR,us-east-1,True,charlie,prod,resource-6111,T-47,Customer reported latency issue,I-85,v1,on-demand,Engineering,Project-B,DEGRADED,57.0,71.32202384098804,on-demand,322.61,False,False,False,False,False,VM,True,True,0.0,True,True,0.0,6.4522e-05
U779,ACCT-001,2026-09-19 11:20:58+00:00,Storage,VM-STD-4,407.3,seconds,0.0,INR,ap-south-1,True,charlie,test,R2363,T-130,Customer phone [MASKED_PHONE] reported outage,I-55,v2,on-demand,Sales,Project-C,OUTAGE,2.0,87.92346569721369,on-demand,407.3,False,False,False,False,True,VM,True,True,0.0,True,True,0.0,8.146e-05
U780,ACCT-002,2026-08-09 18:39:00+00:00,Storage,DB-GP-2,257.54,seconds,0.0,USD,us-east-1,True,unknown,unknown,R7301,T-198,Customer phone [MASKED_PHONE] reported outage,I-11,v3,spot,Finance,Project-A,NONE,0.0,76.0089036791332,spot,257.54,False,False,True,True,True,DB,True,True,0.0,True,True,0.0,5.1508e-05
U789,ACCT-001,2026-04-21 10:28:46+00:00,Networking,VM-STD-4,137.02,seconds,0.0,EUR,us-east-1,True,alice,prod,resource-1953,T-163,User email [MASKED_EMAIL] cannot login,NONE,v2,on-demand,Sales,Project-C,OUTAGE,14.0,76.64191660290304,reserved,137.02,False,False,False,False,False,VM,False,True,0.0,True,True,0.0,2.7404e-05
U838,ACCT-001,2026-05-17 02:57:00+00:00,Ai,VM-STD-4,460.52,seconds,592.11,EUR,ap-south-1,False,charlie,prod,R2118,T-27,Customer reported latency issue,NONE,v2,on-demand,Research,Project-B,DEGRADED,0.0,88.26743594543235,reserved,460.52,False,False,False,False,True,VM,False,True,52264.03,True,True,113.48916442282638,9.2104e-05
U849,ACCT-002,2026-09-17 04:32:17+00:00,Ai,DB-GP-2,444.84,seconds,0.0,EUR,ap-south-1,True,charlie,unknown,R9078,T-109,Customer reported latency issue,I-5,v1,reserved,Finance,Project-A,NONE,43.0,86.67839743808666,reserved,444.84,False,False,False,True,True,DB,True,True,0.0,True,True,0.0,8.896799999999999e-05
U866,ACCT-003,2026-12-01 21:10:12+00:00,Compute,VM-STD-4,212.33,seconds,0.0,USD,ap-south-1,True,charlie,test,R8391,T-14,Customer phone [MASKED_PHONE] reported outage,NONE,v1,spot,Sales,Project-B,OUTAGE,108.0,77.05315029735723,on-demand,212.33,False,False,False,False,True,VM,False,True,0.0,True,True,0.0,4.2466e-05
U880,ACCT-002,2026-05-12 02:39:56+00:00,Ai,VM-STD-4,99.19,seconds,0.0,EUR,us-east-1,True,bob,unknown,resource-2793,T-112,Customer phone [MASKED_PHONE] reported outage,NONE,v3,on-demand,Sales,Project-A,OUTAGE,4.0,81.42439703616942,spot,99.19,False,False,False,True,False,VM,False,True,0.0,True,True,0.0,1.9838e-05
